"ICD10Code","ICD10Description","Comorbidity"
"S06.9X7D","Unspecified Intracranial Injury with Loss of Consciousness of any Duration with Death due to Brain Injury Prior to Regaining Consciousness, Subsequent Encounter","TBI"
"S06.9X7S","Unspecified Intracranial Injury with Loss of Consciousness of any Duration with Death due to Brain Injury Prior to Regaining Consciousness, Sequela","TBI"
"S06.9X8A","Unspecified intracranial injury with loss of consciousness of any duration with death due to other cause prior to regaining consciousness, initial encounter","TBI"
"S06.9X8D","Unspecified Intracranial Injury with Loss of Consciousness of any Duration with Death due to other Cause Prior to Regaining Consciousness, Subsequent Encounter","TBI"
"S06.9X8S","Unspecified Intracranial Injury with Loss of Consciousness of any Duration with Death due to other Cause Prior to Regaining Consciousness, Sequela","TBI"
"S06.9X9A","Unspecified intracranial injury with loss of consciousness of unspecified duration, initial encounter","TBI"
"S06.9X9D","Unspecified intracranial injury with loss of consciousness of unspecified duration, subsequent encounter","TBI"
"S06.9X9S","Unspecified intracranial injury with loss of consciousness of unspecified duration, sequela","TBI"
"S07.1XXA","Crushing injury of skull, initial encounter","TBI"
"S07.1XXD","Crushing injury of skull, subsequent encounter","TBI"
"S07.1XXS","Crushing injury of skull, sequela","TBI"
"Z87.820","Personal history of traumatic brain injury","TBI"
